Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,11,2511119,AUROBINDO MOHANTY,10-Jul-2024 01:33 PM,Rejected-AOC,Loser of the Transparent lottery for finalisation of Bid.,12-Sep-2024 06:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,12,2498666,Benudhar Nayak,01-Jul-2024 10:08 PM,Rejected-AOC,Loser of the Transparent lottery for finalisation of Bid.,12-Sep-2024 06:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,13,2508893,Bhagaban Nath,07-Jul-2024 09:07 PM,Rejected-AOC,Loser of the Transparent lottery for finalisation of Bid.,12-Sep-2024 06:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,14,2508534,BIKASH RANJAN BISWAL,05-Jul-2024 01:31 PM,Rejected-AOC,Loser of the Transparent lottery for finalisation of Bid.,12-Sep-2024 06:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,15,2510981,CDM CONSTRUCTIONS,10-Jul-2024 11:59 AM,Rejected-AOC,Loser of the Transparent lottery for finalisation of Bid.,12-Sep-2024 06:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,16,2509475,Chinmaya Singh Samant,07-Jul-2024 08:54 PM,Rejected-AOC,Loser of the Transparent lottery for finalisation of Bid.,12-Sep-2024 06:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,17,2509187,CHITTA RANJAN BEHERA,07-Jul-2024 10:37 AM,Rejected-AOC,Loser of the Transparent lottery for finalisation of Bid.,12-Sep-2024 06:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,18,2510478,DHIREN KUMAR BURMA,09-Jul-2024 04:32 PM,Rejected-AOC,Loser of the Transparent lottery for finalisation of Bid.,12-Sep-2024 06:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,19,2511465,DIBYAJYOTI NAYAK,10-Jul-2024 04:54 PM,Rejected-AOC,Loser of the Transparent lottery for finalisation of Bid.,12-Sep-2024 06:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,20,2511028,DIBYA KETAN PATNAIK,10-Jul-2024 12:23 PM,Rejected-AOC,Loser of the Transparent lottery for finalisation of Bid.,12-Sep-2024 06:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,21,2509821,DINESH KUMAR PANY,09-Jul-2024 02:36 PM,Rejected-AOC,Loser of the Transparent lottery for finalisation of Bid.,12-Sep-2024 06:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,22,2510995,DIPAK KUMAR PRATAP,10-Jul-2024 12:28 PM,Rejected-AOC,Loser of the Transparent lottery for finalisation of Bid.,12-Sep-2024 06:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,23,2508420,Diptish Chandra Boitei,05-Jul-2024 11:13 AM,Rejected-AOC,Loser of the Transparent lottery for finalisation of Bid.,12-Sep-2024 06:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,24,2508582,DIPTISH PRASAD PRADHAN,05-Jul-2024 03:13 PM,Rejected-AOC,Loser of the Transparent lottery for finalisation of Bid.,12-Sep-2024 06:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,25,2509729,Harihar Mahapatra,10-Jul-2024 02:06 PM,Rejected-AOC,Loser of the Transparent lottery for finalisation of Bid.,12-Sep-2024 06:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,26,2510264,HEMANT KUMAR NATH,09-Jul-2024 12:47 PM,Rejected-AOC,Loser of the Transparent lottery for finalisation of Bid.,12-Sep-2024 06:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,27,2510271,HRUSEKESH NATH,09-Jul-2024 12:56 PM,Rejected-AOC,Loser of the Transparent lottery for finalisation of Bid.,12-Sep-2024 06:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,28,2510937,JHONSON SHAKTISWAR BARDHAN,10-Jul-2024 10:56 AM,Rejected-AOC,Loser of the Transparent lottery for finalisation of Bid.,12-Sep-2024 06:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,29,2509133,Jubaranjan Panda,06-Jul-2024 09:44 PM,Rejected-AOC,Loser of the Transparent lottery for finalisation of Bid.,12-Sep-2024 06:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,30,2511089,MANAS RANJAN SAMAL,10-Jul-2024 12:45 PM,Rejected-AOC,Loser of the Transparent lottery for finalisation of Bid.,12-Sep-2024 06:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,31,2509510,MANO RANJAN PANI,07-Jul-2024 10:32 PM,Rejected-AOC,Loser of the Transparent lottery for finalisation of Bid.,12-Sep-2024 06:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,32,2509038,MOTIRANJAN SAHOO,10-Jul-2024 04:48 PM,Rejected-AOC,Loser of the Transparent lottery for finalisation of Bid.,12-Sep-2024 06:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,33,2509268,NIHAR RANJAN PATI,07-Jul-2024 02:11 PM,Accepted-AOC,Winner of the Transparent lottery for finalisation of Bid.,12-Sep-2024 06:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,34,2504106,NIKHILESWAR SAHOO,27-Jun-2024 04:38 PM,Rejected-AOC,Loser of the Transparent lottery for finalisation of Bid.,12-Sep-2024 06:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,35,2511080,PRASANNA KUMAR SARANGI,10-Jul-2024 12:55 PM,Rejected-AOC,Loser of the Transparent lottery for finalisation of Bid.,12-Sep-2024 06:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,36,2511172,PRAVAT KUMAR BEHERA,10-Jul-2024 01:25 PM,Rejected-AOC,Loser of the Transparent lottery for finalisation of Bid.,12-Sep-2024 06:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,37,2510189,Priyabrata Tripathy,09-Jul-2024 06:01 PM,Rejected-AOC,Loser of the Transparent lottery for finalisation of Bid.,12-Sep-2024 06:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,38,2510651,PRUTHI RANJAN NAYAK,09-Jul-2024 07:42 PM,Rejected-AOC,Loser of the Transparent lottery for finalisation of Bid.,12-Sep-2024 06:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,39,2511148,PURNENDU SEKHAR SAHOO,10-Jul-2024 01:14 PM,Rejected-AOC,Loser of the Transparent lottery for finalisation of Bid.,12-Sep-2024 06:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,40,2510790,Rabindra Kumar Rout,10-Jul-2024 03:48 PM,Rejected-AOC,Loser of the Transparent lottery for finalisation of Bid.,12-Sep-2024 06:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,41,2510213,SAMIKSHYA BEURA,09-Jul-2024 11:58 AM,Rejected-AOC,Loser of the Transparent lottery for finalisation of Bid.,12-Sep-2024 06:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,42,2508701,SASMITA KAR,05-Jul-2024 08:27 PM,Rejected-AOC,Loser of the Transparent lottery for finalisation of Bid.,12-Sep-2024 06:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,43,2503521,SATYASUNDAR ROUT,27-Jun-2024 11:09 AM,Rejected-AOC,Loser of the Transparent lottery for finalisation of Bid.,12-Sep-2024 06:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,44,2510406,SHAIBALI GHOSH,09-Jul-2024 04:58 PM,Rejected-AOC,Loser of the Transparent lottery for finalisation of Bid.,12-Sep-2024 06:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,45,2511429,SHRIKANTA PRADHAN,10-Jul-2024 04:18 PM,Rejected-AOC,Loser of the Transparent lottery for finalisation of Bid.,12-Sep-2024 06:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,46,2511468,SIMANI CHHUALSINGH,10-Jul-2024 04:54 PM,Rejected-AOC,Loser of the Transparent lottery for finalisation of Bid.,12-Sep-2024 06:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,47,2511256,SKMAHAMAD ALLI,10-Jul-2024 02:12 PM,Rejected-AOC,Loser of the Transparent lottery for finalisation of Bid.,12-Sep-2024 06:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,48,2497429,SMT. RUPASHREE DAS,24-Jun-2024 06:56 PM,Rejected-AOC,Loser of the Transparent lottery for finalisation of Bid.,12-Sep-2024 06:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,49,2510723,soumyakanta sahoo,09-Jul-2024 09:18 PM,Rejected-AOC,Loser of the Transparent lottery for finalisation of Bid.,12-Sep-2024 06:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,50,2511059,SOUMYA RANJAN SAMAL,10-Jul-2024 12:30 PM,Rejected-AOC,Loser of the Transparent lottery for finalisation of Bid.,12-Sep-2024 06:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,51,2509737,SRI HEMANANDA SAHOO,10-Jul-2024 03:07 PM,Rejected-AOC,Loser of the Transparent lottery for finalisation of Bid.,12-Sep-2024 06:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,52,2511153,SUBHAKANTA SWAIN,10-Jul-2024 01:18 PM,Rejected-AOC,Loser of the Transparent lottery for finalisation of Bid.,12-Sep-2024 06:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,53,2511037,Subhrajeet Mohapatra,10-Jul-2024 12:16 PM,Rejected-AOC,Loser of the Transparent lottery for finalisation of Bid.,12-Sep-2024 06:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,54,2509343,Sujit Kumar Pattanaik,07-Jul-2024 02:50 PM,Rejected-AOC,Loser of the Transparent lottery for finalisation of Bid.,12-Sep-2024 06:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,55,2509156,SUMIT PATTANAYAK,06-Jul-2024 10:58 PM,Rejected-AOC,Loser of the Transparent lottery for finalisation of Bid.,12-Sep-2024 06:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
